Order,Delegate,Speech_Topic_Num,Speech_Topic_Name,Speech_Length,Day_Num,Day_Date,Volume,Pg_Num,Previous_Speaker,State,Southern_State,Delegate_Ideology,Abs_Delegate_Ideology,Delegate_Ideology_Sq,Delegate_Attend,Delegate_Age,Delegate_Slave,Delegate_College,Delegate_Leg_Exp,
1209,Carroll_Daniel,22,Legislative powers,6,57,11-Aug,2,262,Williamson_Hugh,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1210,Mercer_JohnFrancis,21,Legislative composition and process,23,57,11-Aug,2,262,Carroll_Daniel,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1211,Randolph_Edmund,74,Motion to reconsider,243,57,11-Aug,2,262,Mercer_JohnFrancis,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1212,Williamson_Hugh,74,Motion to reconsider,4,57,11-Aug,2,263,Randolph_Edmund,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1213,Pinckney_C,74,Motion to reconsider,76,57,11-Aug,2,263,Williamson_Hugh,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1214,Wilson_James,24,Qualifications of legislators,50,58,13-Aug,2,268,9,PA,0,1,1,1,85,45,0,1,8,
1215,Randolph_Edmund,24,Qualifications of legislators,4,58,13-Aug,2,268,Wilson_James,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1216,Gerry_Elbridge,24,Qualifications of legislators,82,58,13-Aug,2,268,Randolph_Edmund,MA,0,-1,1,1,79,43,0,1,13,
1217,Williamson_Hugh,24,Qualifications of legislators,37,58,13-Aug,2,268,Gerry_Elbridge,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1218,Hamilton_Alexander,24,Qualifications of legislators,95,58,13-Aug,2,268,Williamson_Hugh,NY,0,0.87,0.87,0.7569,40,30,0,1,3,
1219,Madison_James,24,Qualifications of legislators,182,58,13-Aug,2,268,Hamilton_Alexander,VA,1,1,1,1,85,36,1,1,10,
1220,Wilson_James,24,Qualifications of legislators,95,58,13-Aug,2,269,Madison_James,PA,0,1,1,1,85,45,0,1,8,
1221,Butler_Pierce,24,Qualifications of legislators,9,58,13-Aug,2,269,Wilson_James,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1222,Wilson_James,24,Qualifications of legislators,11,58,13-Aug,2,269,Butler_Pierce,PA,0,1,1,1,85,45,0,1,8,
1223,Morris_Gouverneur,24,Qualifications of legislators,32,58,13-Aug,2,270,Wilson_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1224,Mercer_JohnFrancis,24,Qualifications of legislators,40,58,13-Aug,2,270,Morris_Gouverneur,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1225,Rutledge_John,24,Qualifications of legislators,46,58,13-Aug,2,270,Mercer_JohnFrancis,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1226,Sherman_Roger,24,Qualifications of legislators,46,58,13-Aug,2,270,Rutledge_John,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1227,Gorham_Nathaniel,24,Qualifications of legislators,30,58,13-Aug,2,270,Sherman_Roger,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1228,Madison_James,24,Qualifications of legislators,285,58,13-Aug,2,270,Gorham_Nathaniel,VA,1,1,1,1,85,36,1,1,10,
1229,Morris_Gouverneur,24,Qualifications of legislators,104,58,13-Aug,2,271,Madison_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1230,Pinckney_C,24,Qualifications of legislators,48,58,13-Aug,2,271,Morris_Gouverneur,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1231,Mason_George,24,Qualifications of legislators,113,58,13-Aug,2,271,Pinckney_C,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1232,Wilson_James,24,Qualifications of legislators,91,58,13-Aug,2,272,Mason_George,PA,0,1,1,1,85,45,0,1,8,
1233,Mercer_JohnFrancis,24,Qualifications of legislators,9,58,13-Aug,2,272,Wilson_James,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1234,Baldwin_Abraham,24,Qualifications of legislators,40,58,13-Aug,2,272,Mercer_JohnFrancis,GA,1,0.27,0.27,0.0729,72,32,0,1,5,
1235,Carroll_Daniel,24,Qualifications of legislators,13,58,13-Aug,2,272,Baldwin_Abraham,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1236,Wilson_James,24,Qualifications of legislators,13,58,13-Aug,2,272,Carroll_Daniel,PA,0,1,1,1,85,45,0,1,8,
1237,Randolph_Edmund,22,Legislative powers,93,58,13-Aug,2,273,Wilson_James,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1238,Mason_George,22,Legislative powers,548,58,13-Aug,2,273,Randolph_Edmund,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1239,Wilson_James,22,Legislative powers,413,58,13-Aug,2,275,Mason_George,PA,0,1,1,1,85,45,0,1,8,
1240,Gerry_Elbridge,22,Legislative powers,60,58,13-Aug,2,275,Wilson_James,MA,0,-1,1,1,79,43,0,1,13,
1241,Morris_Gouverneur,22,Legislative powers,62,58,13-Aug,2,276,Gerry_Elbridge,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1242,Madison_James,22,Legislative powers,706,58,13-Aug,2,276,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
1243,Dickinson_John,22,Legislative powers,303,58,13-Aug,2,278,Madison_James,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1244,Randolph_Edmund,22,Legislative powers,226,58,13-Aug,2,278,Dickinson_John,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1245,Rutledge_John,22,Legislative powers,320,58,13-Aug,2,279,Randolph_Edmund,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1246,Carroll_Daniel,22,Legislative powers,45,58,13-Aug,2,280,Rutledge_John,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1247,McHenry_James,22,Legislative powers,16,58,13-Aug,2,280,Carroll_Daniel,MD,1,-0.28,0.28,0.0784,40,33,0,1,6,
1248,Pinckney_C,73,Motion to postpone,142,59,14-Aug,2,283,9,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1249,Mifflin_Thomas,73,Motion to postpone,4,59,14-Aug,2,284,Pinckney_C,PA,0,0.85,0.85,0.7225,84,43,0,1,13,
1250,Mason_George,24,Qualifications of legislators,100,59,14-Aug,2,284,Mifflin_Thomas,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1251,Mercer_JohnFrancis,24,Qualifications of legislators,241,59,14-Aug,2,284,Mason_George,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1252,Gerry_Elbridge,24,Qualifications of legislators,598,59,14-Aug,2,285,Mercer_JohnFrancis,MA,0,-1,1,1,79,43,0,1,13,
1253,Morris_Gouverneur,24,Qualifications of legislators,178,59,14-Aug,2,286,Gerry_Elbridge,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1254,Williamson_Hugh,24,Qualifications of legislators,177,59,14-Aug,2,287,Morris_Gouverneur,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1255,Sherman_Roger,24,Qualifications of legislators,37,59,14-Aug,2,287,Williamson_Hugh,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1256,Pinckney_C,24,Qualifications of legislators,56,59,14-Aug,2,287,Sherman_Roger,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1257,Wilson_James,24,Qualifications of legislators,323,59,14-Aug,2,287,Pinckney_C,PA,0,1,1,1,85,45,0,1,8,
1258,Ellsworth_Oliver,24,Qualifications of legislators,88,59,14-Aug,2,288,Wilson_James,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1259,Mercer_JohnFrancis,24,Qualifications of legislators,203,59,14-Aug,2,288,Ellsworth_Oliver,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1260,Wilson_James,24,Qualifications of legislators,67,59,14-Aug,2,289,Mercer_JohnFrancis,PA,0,1,1,1,85,45,0,1,8,
1261,Morris_Gouverneur,24,Qualifications of legislators,49,59,14-Aug,2,289,Wilson_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1262,Morris_Gouverneur,24,Qualifications of legislators,21,59,14-Aug,2,289,Morris_Gouverneur,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1263,Broom_Jacob,24,Qualifications of legislators,4,59,14-Aug,2,290,Morris_Gouverneur,DE,0,0.71,0.71,0.5041,85,35,0,1,3,
1264,Randolph_Edmund,24,Qualifications of legislators,64,59,14-Aug,2,290,Broom_Jacob,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1265,Butler_Pierce,73,Motion to postpone,45,59,14-Aug,2,290,Randolph_Edmund,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1266,Pinckney_C,73,Motion to postpone,4,59,14-Aug,2,290,Butler_Pierce,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1267,Ellsworth_Oliver,21,Legislative composition and process,58,59,14-Aug,2,290,Pinckney_C,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1268,Morris_Gouverneur,21,Legislative composition and process,68,59,14-Aug,2,290,Ellsworth_Oliver,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1269,Butler_Pierce,21,Legislative composition and process,38,59,14-Aug,2,290,Morris_Gouverneur,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1270,Langdon_John,21,Legislative composition and process,41,59,14-Aug,2,290,Butler_Pierce,NH,0,0.58,0.58,0.3364,39,46,0,0,8,
1271,Madison_James,21,Legislative composition and process,178,59,14-Aug,2,291,Langdon_John,VA,1,1,1,1,85,36,1,1,10,
1272,Gerry_Elbridge,21,Legislative composition and process,36,59,14-Aug,2,291,Madison_James,MA,0,-1,1,1,79,43,0,1,13,
1273,Mason_George,21,Legislative composition and process,43,59,14-Aug,2,291,Gerry_Elbridge,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1274,Broom_Jacob,21,Legislative composition and process,28,59,14-Aug,2,291,Mason_George,DE,0,0.71,0.71,0.5041,85,35,0,1,3,
1275,Sherman_Roger,21,Legislative composition and process,83,59,14-Aug,2,291,Broom_Jacob,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1276,Carroll_Daniel,21,Legislative composition and process,85,59,14-Aug,2,292,Sherman_Roger,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1277,Dickinson_John,21,Legislative composition and process,122,59,14-Aug,2,292,Carroll_Daniel,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1278,Ellsworth_Oliver,21,Legislative composition and process,54,59,14-Aug,2,292,Dickinson_John,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1279,Martin_Luther,21,Legislative composition and process,19,59,14-Aug,2,292,Ellsworth_Oliver,MD,1,-1,1,1,57,39,1,1,3,
1280,Carroll_Daniel,21,Legislative composition and process,33,59,14-Aug,2,292,Martin_Luther,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1281,Ellsworth_Oliver,21,Legislative composition and process,27,59,14-Aug,2,293,Carroll_Daniel,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1282,Strong_Caleb,21,Legislative composition and process,10,59,14-Aug,2,293,Ellsworth_Oliver,MA,0,0.49,0.49,0.2401,67,42,0,1,5,
1283,Dickinson_John,21,Legislative composition and process,17,59,14-Aug,2,293,Strong_Caleb,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1284,Broom_Jacob,21,Legislative composition and process,4,59,14-Aug,2,293,Dickinson_John,DE,0,0.71,0.71,0.5041,85,35,0,1,3,
1285,Gorham_Nathaniel,21,Legislative composition and process,51,59,14-Aug,2,293,Broom_Jacob,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1286,Dickinson_John,21,Legislative composition and process,4,59,14-Aug,2,293,Gorham_Nathaniel,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1287,Strong_Caleb,22,Legislative powers,66,60,15-Aug,2,297,9,MA,0,0.49,0.49,0.2401,67,42,0,1,5,
1288,Mason_George,22,Legislative powers,26,60,15-Aug,2,297,Strong_Caleb,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1289,Gorham_Nathaniel,22,Legislative powers,31,60,15-Aug,2,297,Mason_George,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1290,Morris_Gouverneur,22,Legislative powers,6,60,15-Aug,2,297,Gorham_Nathaniel,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1291,Williamson_Hugh,73,Motion to postpone,83,60,15-Aug,2,297,Morris_Gouverneur,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1292,Rutledge_John,73,Motion to postpone,4,60,15-Aug,2,297,Williamson_Hugh,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1293,Mercer_JohnFrancis,73,Motion to postpone,74,60,15-Aug,2,297,Rutledge_John,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1294,Mason_George,73,Motion to postpone,76,60,15-Aug,2,297,Mercer_JohnFrancis,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1295,Madison_James,21,Legislative composition and process,53,60,15-Aug,2,298,Mason_George,VA,1,1,1,1,85,36,1,1,10,
1296,Wilson_James,21,Legislative composition and process,4,60,15-Aug,2,298,Madison_James,PA,0,1,1,1,85,45,0,1,8,
1297,Pinckney_C,21,Legislative composition and process,24,60,15-Aug,2,298,Wilson_James,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1298,Mercer_JohnFrancis,21,Legislative composition and process,81,60,15-Aug,2,298,Pinckney_C,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1299,Gerry_Elbridge,21,Legislative composition and process,13,60,15-Aug,2,298,Mercer_JohnFrancis,MA,0,-1,1,1,79,43,0,1,13,
1300,Morris_Gouverneur,21,Legislative composition and process,175,60,15-Aug,2,299,Gerry_Elbridge,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1301,Dickinson_John,21,Legislative composition and process,53,60,15-Aug,2,299,Morris_Gouverneur,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1302,Morris_Gouverneur,21,Legislative composition and process,231,60,15-Aug,2,299,Dickinson_John,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1303,Sherman_Roger,21,Legislative composition and process,42,60,15-Aug,2,300,Morris_Gouverneur,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1304,Carroll_Daniel,73,Motion to postpone,95,60,15-Aug,2,300,Sherman_Roger,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1305,Gorham_Nathaniel,73,Motion to postpone,63,60,15-Aug,2,300,Carroll_Daniel,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1306,Wilson_James,22,Legislative powers,138,60,15-Aug,2,300,Gorham_Nathaniel,PA,0,1,1,1,85,45,0,1,8,
1307,Rutledge_John,73,Motion to postpone,13,60,15-Aug,2,301,Wilson_James,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1308,Ellsworth_Oliver,73,Motion to postpone,27,60,15-Aug,2,301,Rutledge_John,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1309,Williamson_Hugh,22,Legislative powers,40,60,15-Aug,2,301,Ellsworth_Oliver,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1310,Wilson_James,22,Legislative powers,12,60,15-Aug,2,301,Williamson_Hugh,PA,0,1,1,1,85,45,0,1,8,
1311,Madison_James,21,Legislative composition and process,72,60,15-Aug,2,301,Wilson_James,VA,1,1,1,1,85,36,1,1,10,
1312,Randolph_Edmund,32,Executive powers,98,61,16-Aug,2,304,9,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1313,Sherman_Roger,32,Executive powers,21,61,16-Aug,2,305,Randolph_Edmund,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1314,Martin_Luther,22,Legislative powers,34,61,16-Aug,2,305,Sherman_Roger,MD,1,-1,1,1,57,39,1,1,3,
1315,Wilson_James,22,Legislative powers,32,61,16-Aug,2,305,Martin_Luther,PA,0,1,1,1,85,45,0,1,8,
1316,Carroll_Daniel,22,Legislative powers,28,61,16-Aug,2,305,Wilson_James,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1317,Mason_George,54,Spending and taxation policy,120,61,16-Aug,2,305,Carroll_Daniel,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1318,Sherman_Roger,54,Spending and taxation policy,30,61,16-Aug,2,306,Mason_George,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1319,Rutledge_John,54,Spending and taxation policy,35,61,16-Aug,2,306,Sherman_Roger,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1320,Morris_Gouverneur,54,Spending and taxation policy,58,61,16-Aug,2,306,Rutledge_John,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1321,Madison_James,54,Spending and taxation policy,233,61,16-Aug,2,306,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
1322,Williamson_Hugh,54,Spending and taxation policy,12,61,16-Aug,2,307,Madison_James,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1323,Ellsworth_Oliver,54,Spending and taxation policy,24,61,16-Aug,2,307,Williamson_Hugh,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1324,Wilson_James,54,Spending and taxation policy,31,61,16-Aug,2,307,Ellsworth_Oliver,PA,0,1,1,1,85,45,0,1,8,
1325,Gerry_Elbridge,54,Spending and taxation policy,29,61,16-Aug,2,307,Wilson_James,MA,0,-1,1,1,79,43,0,1,13,
1326,Morris_Gouverneur,54,Spending and taxation policy,135,61,16-Aug,2,307,Gerry_Elbridge,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1327,Mercer_JohnFrancis,54,Spending and taxation policy,117,61,16-Aug,2,307,Morris_Gouverneur,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1328,Sherman_Roger,54,Spending and taxation policy,135,61,16-Aug,2,308,Mercer_JohnFrancis,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1329,Carroll_Daniel,54,Spending and taxation policy,18,61,16-Aug,2,308,Sherman_Roger,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1330,Morris_Gouverneur,55,Monetary policy,31,61,16-Aug,2,308,Carroll_Daniel,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1331,Butler_Pierce,55,Monetary policy,4,61,16-Aug,2,309,Morris_Gouverneur,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1332,Madison_James,55,Monetary policy,35,61,16-Aug,2,309,Butler_Pierce,VA,1,1,1,1,85,36,1,1,10,
1333,Morris_Gouverneur,55,Monetary policy,38,61,16-Aug,2,309,Madison_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1334,Gorham_Nathaniel,55,Monetary policy,20,61,16-Aug,2,309,Morris_Gouverneur,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1335,Mason_George,55,Monetary policy,61,61,16-Aug,2,309,Gorham_Nathaniel,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1336,Gorham_Nathaniel,55,Monetary policy,17,61,16-Aug,2,309,Mason_George,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1337,Mercer_JohnFrancis,55,Monetary policy,99,61,16-Aug,2,309,Gorham_Nathaniel,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1338,Ellsworth_Oliver,55,Monetary policy,90,61,16-Aug,2,309,Mercer_JohnFrancis,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1339,Randolph_Edmund,55,Monetary policy,26,61,16-Aug,2,310,Ellsworth_Oliver,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1340,Wilson_James,55,Monetary policy,48,61,16-Aug,2,310,Randolph_Edmund,PA,0,1,1,1,85,45,0,1,8,
1341,Butler_Pierce,55,Monetary policy,23,61,16-Aug,2,310,Wilson_James,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1342,Mason_George,55,Monetary policy,42,61,16-Aug,2,310,Butler_Pierce,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1343,Read_George,55,Monetary policy,19,61,16-Aug,2,310,Mason_George,DE,0,1,1,1,85,53,0,0,23,
1344,Langdon_John,55,Monetary policy,13,61,16-Aug,2,310,Read_George,NH,0,0.58,0.58,0.3364,39,46,0,0,8,
1345,Gorham_Nathaniel,22,Legislative powers,22,62,17-Aug,2,314,9,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1346,Pinckney_C,22,Legislative powers,4,62,17-Aug,2,314,Gorham_Nathaniel,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1347,Sherman_Roger,22,Legislative powers,7,62,17-Aug,2,314,Pinckney_C,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1348,Read_George,22,Legislative powers,46,62,17-Aug,2,314,Sherman_Roger,DE,0,1,1,1,85,53,0,0,23,
1349,Mercer_JohnFrancis,22,Legislative powers,6,62,17-Aug,2,315,Read_George,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1350,Mason_George,22,Legislative powers,33,62,17-Aug,2,315,Mercer_JohnFrancis,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1351,Madison_James,55,Monetary policy,7,62,17-Aug,2,315,Mason_George,VA,1,1,1,1,85,36,1,1,10,
1352,Mason_George,55,Monetary policy,31,62,17-Aug,2,315,Madison_James,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1353,Morris_Gouverneur,55,Monetary policy,36,62,17-Aug,2,315,Mason_George,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1354,Randolph_Edmund,55,Monetary policy,24,62,17-Aug,2,315,Morris_Gouverneur,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1355,Wilson_James,55,Monetary policy,23,62,17-Aug,2,315,Randolph_Edmund,PA,0,1,1,1,85,45,0,1,8,
1356,Morris_Gouverneur,56,Other policy,12,62,17-Aug,2,316,Wilson_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1357,Madison_James,56,Other policy,6,62,17-Aug,2,316,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
1358,Randolph_Edmund,56,Other policy,4,62,17-Aug,2,316,Madison_James,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1359,Wilson_James,56,Other policy,7,62,17-Aug,2,316,Randolph_Edmund,PA,0,1,1,1,85,45,0,1,8,
1360,Dickinson_John,56,Other policy,4,62,17-Aug,2,316,Wilson_James,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1361,Mercer_JohnFrancis,56,Other policy,6,62,17-Aug,2,316,Dickinson_John,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1362,Madison_James,22,Legislative powers,108,62,17-Aug,2,316,Mercer_JohnFrancis,VA,1,1,1,1,85,36,1,1,10,
1363,Morris_Gouverneur,22,Legislative powers,41,62,17-Aug,2,316,Madison_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1364,Ellsworth_Oliver,22,Legislative powers,36,62,17-Aug,2,316,Morris_Gouverneur,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1365,Pinckney_C,22,Legislative powers,10,62,17-Aug,2,317,Ellsworth_Oliver,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1366,Morris_Gouverneur,22,Legislative powers,4,62,17-Aug,2,317,Pinckney_C,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1367,Martin_Luther,22,Legislative powers,23,62,17-Aug,2,317,Morris_Gouverneur,MD,1,-1,1,1,57,39,1,1,3,
1368,Mercer_JohnFrancis,22,Legislative powers,6,62,17-Aug,2,317,Martin_Luther,MD,1,-0.56,0.56,0.3136,10,28,1,1,5,
1369,Ellsworth_Oliver,22,Legislative powers,7,62,17-Aug,2,317,Mercer_JohnFrancis,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1370,Morris_Gouverneur,22,Legislative powers,25,62,17-Aug,2,317,Ellsworth_Oliver,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1371,Ellsworth_Oliver,22,Legislative powers,35,62,17-Aug,2,317,Morris_Gouverneur,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1372,Gerry_Elbridge,22,Legislative powers,45,62,17-Aug,2,317,Ellsworth_Oliver,MA,0,-1,1,1,79,43,0,1,13,
1373,Langdon_John,22,Legislative powers,23,62,17-Aug,2,317,Gerry_Elbridge,NH,0,0.58,0.58,0.3364,39,46,0,0,8,
1374,Randolph_Edmund,22,Legislative powers,29,62,17-Aug,2,317,Langdon_John,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1375,Morris_Gouverneur,22,Legislative powers,43,62,17-Aug,2,317,Randolph_Edmund,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1376,Madison_James,22,Legislative powers,20,62,17-Aug,2,318,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
1377,Dickinson_John,22,Legislative powers,4,62,17-Aug,2,318,Madison_James,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1378,Pinckney_C,22,Legislative powers,105,62,17-Aug,2,318,Dickinson_John,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1379,Butler_Pierce,22,Legislative powers,41,62,17-Aug,2,318,Pinckney_C,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1380,Madison_James,22,Legislative powers,18,62,17-Aug,2,318,Butler_Pierce,VA,1,1,1,1,85,36,1,1,10,
1381,Gerry_Elbridge,22,Legislative powers,4,62,17-Aug,2,318,Madison_James,MA,0,-1,1,1,79,43,0,1,13,
1382,Sherman_Roger,22,Legislative powers,29,62,17-Aug,2,318,Gerry_Elbridge,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1383,Gerry_Elbridge,22,Legislative powers,17,62,17-Aug,2,318,Sherman_Roger,MA,0,-1,1,1,79,43,0,1,13,
1384,Ellsworth_Oliver,22,Legislative powers,41,62,17-Aug,2,319,Gerry_Elbridge,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
1385,Mason_George,22,Legislative powers,49,62,17-Aug,2,319,Ellsworth_Oliver,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1386,Pinckney_C,22,Legislative powers,7,62,17-Aug,2,319,Mason_George,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1387,Butler_Pierce,22,Legislative powers,17,62,17-Aug,2,319,Pinckney_C,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1388,Gerry_Elbridge,22,Legislative powers,44,62,17-Aug,2,319,Butler_Pierce,MA,0,-1,1,1,79,43,0,1,13,
1389,Madison_James,72,Motion to commit,180,63,18-Aug,2,324,9,VA,1,1,1,1,85,36,1,1,10,
1390,Pinckney_C,72,Motion to commit,169,63,18-Aug,2,325,Madison_James,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1391,Mason_George,72,Motion to commit,122,63,18-Aug,2,326,Pinckney_C,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1392,Gerry_Elbridge,72,Motion to commit,41,63,18-Aug,2,326,Mason_George,MA,0,-1,1,1,79,43,0,1,13,
1393,Rutledge_John,72,Motion to commit,18,63,18-Aug,2,326,Gerry_Elbridge,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1394,Mason_George,72,Motion to commit,101,63,18-Aug,2,326,Rutledge_John,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1395,Rutledge_John,72,Motion to commit,93,63,18-Aug,2,327,Mason_George,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1396,King_Rufus,72,Motion to commit,4,63,18-Aug,2,327,Rutledge_John,MA,0,1,1,1,83,32,0,1,5,
1397,Pinckney_C,72,Motion to commit,4,63,18-Aug,2,327,King_Rufus,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
